41112,1.36,0.32,5.92,7.47,-51.29,0,0.06,0,0.19,-10.21,5
41129,0.84,0.5,7.45,6.41,-52.54,-0.1,0.06,0,0.31,-10.46,5
41147,1.36,0.08,8.53,6.2,-52.33,-0.03,0.07,0,0.06,-10.38,4
41166,1.28,-0.3,8.27,5.71,-50.87,0.13,0.07,0,-0.17,-10.13,4
41186,1.28,0.13,7.22,6.69,-50.03,0.01,0.07,0,0.08,-10.09,5
41204,1.54,0.41,7.36,5.87,-51.71,-0.15,0.07,0,0.26,-10.46,4
41224,1.54,-0.12,9.48,5,-52.12,0,0.07,0.01,-0.05,-10.22,4
41243,1.28,-0.35,7.76,6.54,-50.45,0.22,0.07,0,-0.21,-10.21,4
41262,1.1,0.11,6.54,7.56,-51.29,0.13,0.06,0,0.06,-10.21,5
41277,1.45,0.65,6.67,6.81,-52.75,-0.11,0.06,0,0.4,-10.46,5
41294,1.36,0.36,7.98,6.3,-51.91,-0.1,0.06,0,0.23,-10.46,4
41312,1.19,-0.2,7.75,5.79,-51.08,0.12,0.07,0,-0.11,-10.26,4
41328,1.19,-0.01,5.62,8.8,-50.87,0.09,0.07,0,-0.02,-10.04,4
41345,1.45,0.48,6.14,7.73,-52.12,-0.12,0.06,0,0.29,-10.55,4
41363,1.54,0.24,6.6,7.47,-51.5,-0.02,0.06,0,0.14,-10.17,4
41379,1.45,0,7.1,6.45,-51.5,0.17,0.06,0,0,-10.34,4
41396,1.54,0.35,7.23,6.93,-51.91,0.02,0.06,0,0.22,-10.38,4
41412,0.92,0.58,7.11,6.49,-52.33,-0.15,0.06,0,0.36,-10.38,4
41428,2.33,0.28,7.98,6.01,-52.33,-0.1,0.07,0,0.18,-10.34,4
41444,1.89,-0.25,8.65,5.46,-51.5,0.03,0.08,0,-0.14,-10.13,5
41459,1.45,-0.24,6.9,6.58,-50.24,0.07,0.08,0,-0.15,-10.04,4
41475,1.45,0.17,6.46,7.69,-50.03,-0.03,0.07,0,0.1,-10.04,4
41491,1.72,0.28,7.46,6.14,-51.29,-0.07,0.07,0,0.18,-10.25,4
41507,1.63,-0.05,8.06,6.07,-51.08,0.04,0.07,0,-0.02,-10.21,5
41523,1.54,0.06,6.46,7.05,-51.08,0.04,0.07,0,0.03,-10.34,4
41537,1.72,0.34,7.08,6.47,-50.66,-0.11,0.07,0,0.21,-10.3,4
41552,1.8,0.1,7.96,5.67,-51.08,-0.06,0.07,0,0.08,-10.21,4
41568,1.63,-0.31,7.91,5.61,-50.45,0.13,0.07,0,-0.18,-10.05,5
41582,1.54,-0.13,7.53,6.04,-49.61,0.11,0.07,0,-0.07,-10.05,4
41597,1.72,0.36,5.98,7.32,-50.87,-0.04,0.06,0,0.22,-10.17,5
41614,1.8,0.4,7.97,5.82,-51.5,-0.1,0.06,0,0.26,-10.26,4
41630,1.8,-0.02,8.58,6,-50.87,0.02,0.07,0,0,-10.13,4
41647,1.54,-0.12,6.25,7.07,-50.24,0.08,0.07,0,-0.08,-10.04,4
41663,1.89,0.28,6.68,6.78,-50.87,-0.07,0.07,0,0.18,-10.09,4
41679,1.98,0.2,7.83,6.17,-50.66,-0.1,0.07,0,0.13,-10.21,5
41696,1.72,-0.32,9.3,5.53,-49.82,0.09,0.07,0.01,-0.18,-9.96,4
41712,1.63,-0.13,6.18,6.96,-49.61,0.11,0.07,0,-0.08,-9.88,4
41729,1.89,0.45,6.22,7.48,-50.66,-0.13,0.07,0,0.27,-10.04,4
41748,1.89,0.22,8.06,6.01,-50.66,-0.17,0.08,0,0.14,-10.17,4
41768,1.72,-0.43,9.61,5.15,-48.98,0.05,0.08,0.01,-0.24,-9.84,4
41789,1.63,-0.34,6.66,7.12,-48.77,0.13,0.07,0,-0.21,-9.54,5
41807,1.72,0.29,6.65,7.34,-50.45,-0.08,0.07,0,0.18,-10.04,5
41823,1.98,0.21,8.96,5.67,-50.87,-0.13,0.07,0.01,0.15,-10.13,4
41843,1.45,-0.48,7.53,6.2,-49.19,0.15,0.07,0,-0.29,-9.84,4
41863,1.45,-0.17,6.43,7.09,-48.57,0.16,0.07,0,-0.11,-9.67,4
41880,1.72,0.49,7.03,6.91,-49.61,-0.07,0.06,0,0.3,-10.04,5
41897,1.36,0.34,7.79,5.71,-50.24,-0.13,0.06,0,0.22,-10.09,5
41913,1.63,-0.21,8.66,5.69,-49.4,0.07,0.07,0,-0.11,-9.84,4
41932,1.54,0.06,6.67,7.68,-49.19,0.05,0.07,0,0.03,-9.83,4
41947,1.98,0.52,6.33,7.62,-50.45,-0.17,0.06,0,0.32,-10,4
41967,1.63,0.21,8.66,4.81,-50.24,-0.13,0.07,0.01,0.15,-9.92,5
41985,1.63,-0.35,8.88,5,-48.77,0.1,0.07,0.01,-0.2,-9.67,5
42003,1.54,0,5.73,8.31,-48.77,0.12,0.06,0,-0.01,-9.71,4
42020,2.51,0.62,5.66,7.59,-49.4,-0.14,0.06,0,0.37,-10.04,4
42040,1.72,0.24,9.34,4.48,-49.61,-0.18,0.07,0.01,0.18,-9.88,4
42060,1.72,-0.35,8.64,4.89,-48.36,0.03,0.08,0.01,-0.2,-9.63,4
42076,1.45,-0.32,6.56,7.74,-48.15,0.11,0.07,0,-0.21,-9.58,5
42096,1.36,0.23,7.31,6.59,-48.77,-0.11,0.07,0,0.14,-9.71,5
42113,1.63,0.03,8.17,5.75,-48.77,-0.09,0.07,0,0.03,-9.71,5
42129,1.54,-0.4,7.76,5.94,-47.52,0.14,0.07,0,-0.24,-9.67,4
42147,1.54,-0.21,6.27,7.75,-47.31,0.15,0.06,0,-0.14,-9.67,5
42166,0.92,0.44,6.23,7.38,-48.98,-0.06,0.06,0,0.27,-9.79,4
42182,1.72,0.34,7.63,7.24,-48.98,-0.08,0.06,0,0.21,-9.79,5
42201,1.54,-0.23,8.56,6.56,-48.57,0.15,0.06,0,-0.13,-9.63,5
42221,1.72,0.03,7.21,7.81,-47.52,0.1,0.06,0,0.01,-9.67,4
42237,1.72,0.61,5.48,8.34,-48.15,-0.17,0.06,0,0.36,-9.67,4
42253,1.98,0.49,7.94,6.23,-49.4,-0.25,0.07,0,0.31,-9.84,4
42269,1.89,0,8.47,5.7,-48.77,-0.13,0.08,0,0.02,-9.63,4
42289,1.63,-0.66,9.58,4.79,-47.1,0.14,0.08,0.01,-0.39,-9.3,4
42309,1.98,-0.33,5.62,7.77,-46.89,0.23,0.06,0,-0.21,-9.29,5
42325,1.54,0.29,5.63,7.77,-47.31,0.05,0.05,0,0.17,-9.54,4
42345,1.8,0.82,6.74,6.75,-49.19,-0.22,0.05,0,0.51,-9.88,4
42362,2.07,0.47,8.24,6.14,-49.4,-0.23,0.07,0,0.3,-9.67,5
42377,1.98,-0.08,8.68,5.31,-48.15,-0.14,0.08,0.01,-0.03,-9.55,4
42393,2.33,-0.5,8.29,5.67,-46.68,0.01,0.09,0,-0.29,-9.34,4
42409,1.63,-0.58,7.07,7.05,-46.26,0.14,0.08,0,-0.36,-9.17,4
42424,1.19,-0.18,6.22,7.69,-47.1,0.15,0.07,0,-0.12,-9.21,4
42441,1.54,0.39,6.14,7.99,-47.31,-0.09,0.06,0,0.23,-9.37,4
42458,1.63,0.24,8.81,5.75,-47.73,-0.09,0.06,0,0.17,-9.54,5
42477,0.92,-0.4,8.43,5.49,-46.47,0.21,0.06,0,-0.23,-9.29,5
42493,1.45,-0.29,5.95,8.33,-46.26,0.25,0.05,0,-0.19,-9.16,4
42513,1.54,0.37,6.08,7.45,-47.31,0.06,0.05,0,0.22,-9.46,4
42529,2.42,0.94,6.27,7.13,-48.77,-0.24,0.05,0,0.58,-9.83,4
42548,1.98,0.62,8.52,5.88,-48.98,-0.25,0.06,0,0.4,-9.67,5
42564,1.98,0.01,8.65,5.84,-46.68,-0.13,0.07,0,0.02,-9.46,4
42582,1.8,-0.47,8.06,5.67,-45.84,0.14,0.07,0,-0.28,-9.17,4
42602,1.54,-0.03,6.48,7.19,-45.22,0.08,0.06,0,-0.02,-9.33,4
42623,1.98,0.67,6.81,7.15,-47.52,-0.21,0.06,0,0.41,-9.54,5
42643,1.89,0.36,7.41,6.75,-47.31,-0.21,0.07,0,0.23,-9.42,5
42663,1.8,-0.25,8.29,6.41,-46.05,0.03,0.07,0,-0.14,-9.13,5
42682,2.07,-0.24,6.91,6.68,-45.22,0.1,0.07,0,-0.15,-9.17,5
42703,1.98,0.35,5.97,7.62,-46.05,-0.08,0.06,0,0.21,-9.29,5
42723,2.07,0.17,8.68,5.59,-45.84,-0.11,0.06,0,0.12,-9.29,5
42743,1.63,-0.44,8.15,5.86,-45.43,0.11,0.07,0,-0.26,-9.04,5
42763,1.63,-0.13,6.82,7.96,-45.84,0.06,0.07,0,-0.09,-9,5
42783,1.98,0.51,7.15,6.58,-45.84,-0.24,0.07,0,0.32,-9.38,4
42799,2.07,0.34,9.08,5.64,-46.47,-0.22,0.07,0.01,0.23,-9.29,4
42815,1.98,-0.18,8.95,5.9,-45.63,-0.04,0.07,0,-0.09,-9.08,5
42833,1.8,-0.55,7.59,6.41,-44.38,0.21,0.07,0,-0.33,-8.83,5
42853,1.8,-0.12,6.34,7.62,-43.54,0.1,0.06,0,-0.08,-8.91,5
42873,1.98,0.66,5.68,7.34,-45.63,-0.23,0.06,0,0.4,-9.16,4
42894,2.07,0.4,8.86,5.64,-46.26,-0.25,0.07,0.01,0.26,-9.38,4
42913,2.16,-0.29,8.97,5.35,-44.38,-0.07,0.08,0.01,-0.16,-8.83,5
42929,1.8,-0.64,7.45,6.3,-43.12,0.14,0.08,0,-0.39,-8.66,5
42948,1.72,-0.27,6.6,7.38,-43.33,0.09,0.07,0,-0.17,-8.75,5
42964,1.72,0.31,6.85,7.18,-44.38,-0.09,0.06,0,0.19,-8.87,5
42980,1.63,0.12,8.53,5.55,-44.38,-0.08,0.06,0,0.09,-8.88,5
42998,1.63,-0.39,8.28,6.09,-43.33,0.18,0.06,0,-0.23,-8.71,4
43018,1.54,-0.04,6.52,7.74,-42.7,0.1,0.06,0,-0.03,-8.79,5
43035,1.72,0.56,7.01,7.02,-44.38,-0.13,0.05,0,0.34,-8.96,4
43055,1.89,0.28,8.76,5.58,-43.96,-0.14,0.06,0.01,0.19,-8.96,4
43071,1.8,-0.24,8.68,5.34,-43.75,0.09,0.06,0.01,-0.13,-8.67,4
43091,1.72,0.17,5.85,8.1,-43.75,-0.01,0.06,0,0.09,-8.62,5
43107,1.89,0.27,8.01,5.92,-43.96,-0.15,0.06,0,0.18,-8.83,4
43125,1.72,-0.11,8.21,6.06,-44.38,-0.01,0.07,0,-0.05,-8.5,4
43140,1.63,-0.26,6.74,7.17,-43.33,0.09,0.07,0,-0.16,-8.62,4
43158,1.8,0.22,7.29,7.18,-43.33,-0.06,0.06,0,0.13,-8.71,4
43174,1.89,0.15,8.3,6.18,-43.75,-0.09,0.06,0,0.11,-8.75,4
43189,1.54,-0.37,8.34,6.33,-42.08,0.13,0.06,0,-0.22,-8.54,4
43204,1.54,-0.13,6.05,8.04,-42.49,0.12,0.06,0,-0.09,-8.41,4
43222,1.63,0.52,6.15,8.03,-42.91,-0.2,0.06,0,0.31,-8.83,4
43241,1.8,0.27,9.1,5.3,-43.54,-0.21,0.06,0.01,0.18,-8.79,4
