15565; -2.60; 0.12; 6.80; 6.80; 23.03; 0.02; -0.04; -0.02
15575; -1.98; 0.16; 6.52; 7.40; 22.19; -0.00; -0.04; -3.62
15587; -2.16; 0.04; 6.83; 7.24; 21.56; 0.06; -0.04; -1.68
15597; -1.98; 0.22; 6.34; 7.79; 21.77; -0.03; -0.04; -5.86
15606; -2.07; 0.03; 7.74; 6.33; 21.35; 0.05; -0.04; 5.70
15616; -1.98; 0.21; 5.83; 7.63; 21.56; -0.05; -0.04; -7.61
15627; -1.98; -0.05; 7.72; 6.53; 21.98; 0.07; -0.04; 4.78
15638; -2.07; 0.08; 6.25; 7.93; 20.51; 0.03; -0.04; -6.79
15647; -1.98; 0.16; 6.28; 7.39; 20.31; -0.00; -0.04; -4.63
15657; -1.98; 0.15; 7.07; 6.89; 20.51; -0.01; -0.04; 0.76
15667; -1.98; 0.03; 6.98; 6.97; 20.93; 0.03; -0.03; 0.02
15678; -1.98; 0.10; 6.68; 7.19; 20.51; -0.00; -0.03; -2.14
15688; -2.33; 0.06; 7.14; 6.85; 20.10; 0.02; -0.03; 1.17
15699; -1.98; -0.00; 6.57; 7.47; 19.89; 0.05; -0.03; -3.67
15709; -1.98; 0.15; 5.58; 7.95; 19.05; 0.01; -0.04; -9.97
15719; -1.98; 0.11; 7.21; 6.86; 19.26; 0.03; -0.04; 1.45
15731; -2.07; 0.22; 6.68; 7.20; 18.84; -0.04; -0.03; -2.14
15740; -2.24; 0.02; 7.90; 6.42; 19.26; 0.03; -0.03; 5.90
15750; -1.98; 0.07; 6.27; 7.64; 18.63; 0.01; -0.03; -5.61
15760; -2.16; -0.02; 6.62; 7.23; 19.05; 0.06; -0.03; -2.54
15772; -1.89; 0.21; 6.84; 7.21; 17.79; -0.04; -0.03; -1.53
15782; -1.89; 0.09; 8.43; 5.73; 17.79; -0.02; -0.03; 10.80
15792; -1.72; -0.02; 7.81; 6.95; 17.79; -0.00; -0.02; 3.34
15801; -2.24; -0.14; 6.38; 7.27; 17.79; 0.07; -0.03; -3.73
15813; -2.07; 0.01; 6.49; 7.46; 17.17; 0.03; -0.03; -3.97
15823; -2.16; 0.14; 6.32; 7.41; 16.96; -0.02; -0.03; -4.58
15832; -1.98; 0.04; 7.78; 6.67; 16.75; 0.02; -0.03; 4.39
15842; -1.98; 0.07; 6.37; 7.51; 16.33; 0.01; -0.03; -4.70
15851; -1.98; 0.02; 7.04; 7.04; 15.91; 0.04; -0.03; 0.03
15861; -2.07; 0.15; 6.52; 7.55; 16.54; -0.03; -0.03; -4.18
15871; -1.98; -0.03; 6.82; 6.95; 15.28; 0.08; -0.03; -0.54
15881; -1.89; 0.19; 5.27; 8.51; 15.91; -0.01; -0.03; -13.20
15892; -1.89; 0.08; 6.79; 7.09; 15.28; 0.07; -0.03; -1.24
15903; -1.89; 0.26; 6.82; 7.34; 15.07; -0.03; -0.03; -2.13
15913; -1.89; 0.21; 7.19; 6.56; 14.23; -0.02; -0.03; 2.63
15922; -1.80; 0.11; 7.28; 6.88; 14.65; 0.00; -0.03; 1.62
15934; -1.80; 0.04; 6.79; 7.34; 14.23; 0.03; -0.03; -2.22
15944; -1.89; 0.02; 6.25; 7.72; 14.86; 0.05; -0.03; -6.00
15953; -1.89; 0.16; 6.40; 7.42; 13.61; 0.01; -0.03; -4.24
15963; -1.72; 0.18; 7.26; 6.82; 13.61; -0.01; -0.03; 1.78
15973; -1.80; 0.15; 7.18; 6.85; 13.19; -0.01; -0.02; 1.35
15982; -1.89; 0.00; 7.67; 6.63; 12.98; 0.04; -0.02; 4.15
15991; -1.80; 0.04; 6.02; 7.44; 12.77; 0.03; -0.02; -6.02
16000; -1.89; 0.05; 6.79; 7.29; 12.56; 0.04; -0.02; -2.03
16009; -1.63; 0.20; 6.10; 7.60; 12.14; -0.02; -0.03; -6.22
16019; -1.80; 0.08; 7.25; 6.71; 12.56; 0.03; -0.03; 2.20
16028; -0.92; 0.15; 6.68; 7.42; 12.35; -0.01; -0.02; -3.00
16037; -1.80; 0.01; 7.30; 6.86; 11.93; 0.06; -0.02; 1.76
16046; -1.72; 0.21; 5.42; 7.99; 11.51; -0.02; -0.02; -10.86
16054; -1.80; 0.02; 8.21; 6.10; 11.30; 0.07; -0.02; 8.39
16064; -1.80; 0.30; 5.52; 8.14; 11.30; -0.07; -0.02; -10.87
16073; -1.72; -0.03; 8.60; 5.67; 11.30; 0.08; -0.02; 11.58
16082; -1.72; 0.23; 5.75; 8.00; 10.89; -0.06; -0.02; -9.29
16091; -2.07; -0.16; 8.35; 5.85; 10.89; 0.13; -0.02; 9.97
16100; -1.72; 0.35; 5.28; 8.50; 10.89; -0.12; -0.02; -13.14
16110; -2.24; -0.18; 9.08; 5.19; 11.30; 0.13; -0.02; 15.25
16119; -1.89; 0.35; 3.05; 9.62; 9.84; -0.10; -0.02; -27.39
16128; -1.89; -0.21; 9.99; 5.02; 10.26; 0.19; -0.02; 18.33
16137; -1.98; 0.57; 4.68; 8.95; 9.63; -0.21; -0.02; -17.39
16146; -1.98; -0.25; 10.06; 4.63; 10.26; 0.18; -0.02; 20.27
16155; -1.63; 0.47; 5.07; 8.37; 8.79; -0.19; -0.02; -13.79
16164; -1.72; -0.51; 9.93; 5.21; 9.84; 0.25; -0.02; 17.33
16173; -2.60; 0.50; 0.71; 11.62; 10.89; -0.18; -0.02; -41.51
16183; -1.89; -0.43; 11.40; 3.33; 9.42; 0.25; -0.03; 28.70
16192; -1.63; 0.65; 1.69; 10.98; 10.68; -0.22; -0.03; -36.24
16201; -1.63; -0.42; 11.46; 3.39; 10.05; 0.25; -0.03; 28.53
16210; -2.16; 0.65; 4.22; 8.39; 8.79; -0.21; -0.02; -18.30
16219; -2.16; -0.49; 10.44; 5.08; 7.95; 0.25; -0.02; 19.07
16229; -2.16; 0.72; 0.59; 12.22; 9.42; -0.22; -0.03; -42.24
16238; -2.16; -0.46; 11.40; 4.01; 8.79; 0.25; -0.03; 25.63
16247; -1.80; 0.62; 4.61; 8.48; 7.95; -0.15; -0.03; -16.47
