32780,0.13,0.09,7.15,6.81,-8.58
32788,0.13,0.14,6.74,7.16,-8.58
32797,0.13,0.12,7.25,6.68,-8.79
32807,0.13,0.06,7.26,6.71,-9
32816,0.13,0.12,6.81,7.08,-9
32824,0.13,0.11,7.3,6.78,-9
32832,0.22,0.09,7.19,6.85,-8.79
32842,-0.04,0.03,7.39,6.79,-9
32852,0.22,0.07,6.81,6.98,-8.79
32861,0.13,0.12,7.02,6.8,-9.21
32870,0.13,0.04,7.55,6.47,-9
32880,0.13,0.06,6.91,7.03,-7.95
32889,0.13,-0.01,7.28,6.73,-9.21
32898,0.13,0.06,6.74,7.26,-8.58
32908,0.13,0.11,6.98,6.87,-9.42
32916,0.13,0.06,7.48,6.65,-9.63
32926,0.13,0.1,6.9,7.11,-9.42
32934,0.22,0.06,7.19,6.74,-8.58
32944,0.31,0.03,7.21,6.83,-9.63
32954,0.13,0.07,6.74,7.16,-9.63
32962,-0.22,0.1,6.97,7,-9.21
32972,0.13,0.08,7.58,6.54,-9.63
32983,0.22,0.07,6.86,7.03,-10.05
32992,-0.13,0.08,6.84,7.1,-10.05
33001,0.13,0.09,7.19,6.77,-9.63
33011,0.22,0.09,7.2,6.76,-10.05
33021,0.84,0.05,7.12,6.87,-10.05
33031,0.13,0.06,6.75,7.03,-10.05
33041,0.13,0.09,6.86,7.01,-10.05
33049,0.13,0.11,7.18,6.82,-9.84
33058,0.48,0.08,7.5,6.64,-10.47
33068,0.13,0.06,7.2,6.8,-9.84
33077,-0.22,0.05,7.45,6.59,-10.05
33086,0.13,0.02,7.04,7,-10.26
33095,0.31,0.03,6.8,7.14,-10.68
33105,0.13,0.12,6.45,7.33,-10.47
33115,0.22,0.1,7.64,6.53,-10.89
33125,0.22,0.11,6.99,6.81,-10.47
33133,0.31,0.08,7.19,6.82,-11.09
33143,0.13,0.03,7.21,6.82,-10.89
33152,0.31,0.1,6.56,7.36,-10.68
33162,0.31,0.07,7.47,6.56,-11.09
33171,0.22,0.09,7.05,6.91,-10.68
33181,-0.22,0.08,7.46,6.49,-11.51
33191,0.22,0.02,7.33,6.76,-11.3
33200,0.22,0.04,7.35,6.79,-11.51
33210,0.22,0.09,6.69,7.18,-11.09
33220,0.22,0.01,7.72,6.44,-11.3
33229,0.22,0.06,6.67,7.15,-11.09
33237,0.13,0.05,7.12,6.79,-11.51
33246,0.22,0.07,7.15,6.91,-12.56
33255,0.22,0.09,7.08,6.77,-11.72
33263,0.22,0.09,7.11,6.87,-11.3
33273,0.22,0.04,7.51,6.47,-11.93
33282,0.22,0.05,6.98,7.03,-11.72
33291,0.22,0.05,7.3,6.71,-11.72
33299,0.22,0.07,7.12,6.85,-11.93
33308,0.13,0.05,7.23,6.76,-11.72
33317,0.13,0.03,7.28,6.83,-12.14
33326,0.22,0.07,7.03,6.91,-11.72
33335,0.22,0.06,7.24,6.73,-12.14
33344,0.31,0.05,7.06,6.84,-12.35
33354,0.31,0.1,7.24,6.87,-12.14
33363,0.22,0.02,7.53,6.67,-12.35
33373,0.22,0.05,6.58,7.28,-12.14
33381,0.31,0.07,6.92,7.04,-12.14
33391,0.4,0.09,7.29,6.63,-12.14
33400,0.22,0.08,7.27,6.74,-12.35
33409,0.22,0.06,7.21,6.99,-13.19
33418,0.22,0.06,6.9,7.05,-12.98
33428,0.22,0.13,6.46,7.38,-13.19
33437,0.31,0.12,7.63,6.5,-12.98
33447,-0.04,0.1,7.36,6.68,-12.98
33457,0.48,0.01,7.23,6.76,-13.19
33466,0.22,0.06,6.84,7.18,-13.4
33474,0.22,0.11,6.92,6.79,-12.77
33483,0.31,0.09,7.34,6.81,-12.98
33492,0.31,0.06,7.24,6.71,-12.77
33501,0.04,0.02,6.97,6.91,-13.4
33509,0.13,0.12,6.33,7.32,-13.19
33519,0.31,0.11,7.48,6.5,-13.4
33529,0.31,0.12,7.4,6.73,-13.4
33538,0.31,0.08,7.49,6.62,-13.4
33548,0.31,0,7.28,6.78,-13.82
33557,0.31,0.1,6.74,7.18,-13.61
33566,0.31,0.06,7.2,6.78,-14.23
33574,0.31,0.09,7.03,6.89,-14.23
33583,0.4,0.08,7.26,6.66,-13.82
33592,0.31,0.05,6.94,7.13,-14.44
33601,-0.4,0.09,6.78,7.12,-13.19
33610,0.31,0.05,7.26,6.64,-13.82
33619,0.4,0.12,6.78,7.21,-13.61
33628,0.48,0.09,7.35,6.72,-13.61
33638,0.4,0.06,7.12,6.9,-13.82
33647,0.48,0.13,7.09,6.92,-14.44
33657,0.48,0.07,7.23,6.74,-14.44
33666,0.4,0.12,6.58,7.35,-14.65
33675,0.57,0.11,6.64,7.08,-14.23
33684,0.4,0.1,7.27,6.69,-14.23
33694,0.31,0.14,6.87,7.1,-14.65
33703,0.4,0.1,7.34,6.64,-14.23
33711,0.48,0.11,7.09,6.88,-14.44
33720,0.48,0.08,7.34,6.69,-14.65
33730,0.31,0.1,6.72,7.1,-14.65
33740,-0.04,0.12,7.29,6.63,-14.23
33749,0.4,0.04,7.4,6.76,-15.28
33758,0.48,0.1,7.01,7.05,-14.86
33767,0.4,0.1,6.73,7.3,-14.86
33776,1.19,0.08,7.48,6.55,-15.07
33785,0.48,0.13,6.81,6.98,-15.07
33795,0.57,0.08,7.78,6.46,-15.07
33804,0.48,0.09,7.44,6.62,-15.28
33813,0.48,0.05,7.44,6.71,-14.86
33823,0.48,0.01,7.41,6.77,-15.07
33832,0.48,0.02,6.5,7.22,-15.07
33841,0.48,0.05,6.9,7.22,-15.28
33850,0.48,0.14,6.85,7.17,-15.07
33860,0.48,0.11,7.46,6.82,-15.28
33870,0.48,0.07,7.22,6.79,-14.86
33878,0.22,0.1,7.18,6.81,-15.28
33888,0.48,0.05,7.09,6.89,-15.49
33898,0.04,0.07,6.94,6.9,-15.49
33909,0.48,0.12,6.9,6.85,-15.07
33917,0.48,0.05,7.55,6.73,-15.49
33927,0.57,0.14,6.79,7.04,-15.28
33936,0.48,0.08,7.41,6.66,-15.49
33946,0.48,0.05,6.47,7.48,-15.28
33954,1.01,0.12,6.54,7.53,-15.91
33964,0.57,0.17,7.13,6.88,-15.91
33973,0.57,0.2,7.63,6.5,-15.07
33982,-0.04,0.11,7.94,6.21,-15.49
33992,0.48,-0.02,6.82,7.24,-15.7
34000,0.48,0.06,6.4,7.53,-15.91
34010,0.57,0.13,7.01,7.03,-15.7
34019,0.48,0.2,6.99,6.97,-15.7
34028,0.57,0.12,7.79,6.21,-15.91
34038,0.57,0.03,7.33,6.73,-15.07
34048,0.22,0.05,7.07,6.99,-15.7
34057,0.66,0.03,6.83,6.82,-16.12
34066,0.57,0.15,6.79,7,-15.91
34076,0.31,0.09,7.98,6.12,-15.7
34084,0.75,0,7.85,6.33,-15.7
34093,0.57,0,7.03,6.98,-16.33
34103,0.48,0.05,7.03,7.01,-16.12
34112,0.48,0.07,7.05,7.01,-15.7
34121,0.22,0.03,7.36,6.75,-15.91
34130,0.66,0.07,6.65,7.11,-15.91
34140,0.57,0.07,7.36,6.56,-16.33
34149,0.66,0.1,6.83,7.2,-15.91
34158,0.66,0.1,7.62,6.39,-16.33
34166,0.57,0.06,7.68,6.41,-15.91
34176,0.48,0.02,7.29,6.6,-15.91
34185,0.57,-0.01,7.14,6.76,-16.12
34194,0.57,0.03,7.05,6.85,-15.91
34203,0.92,0.06,7.32,6.75,-15.91
34213,0.66,0.03,7.38,6.64,-15.49
34222,0.66,0.01,7.25,6.81,-16.33
34231,0.48,0.03,6.76,7.07,-15.49
34240,0.57,0.07,7.07,6.76,-15.91
34249,0.92,0.06,6.98,6.89,-15.91
34257,0.66,0.07,6.68,7.12,-16.33
34265,0.66,0.1,6.67,7.05,-16.33
34274,0.66,0.13,7.37,6.64,-16.54
34283,0.66,0.14,6.8,6.85,-16.54
34292,0.66,0.12,7.27,6.75,-16.96
34300,0.57,0.06,7.07,6.78,-16.54
34310,0.75,0.12,6.74,6.93,-16.12
34319,0.57,0.11,7.21,6.56,-16.12
34328,0.57,0.04,7.36,6.68,-16.33
34336,0.66,0.07,6.67,7.25,-16.12
34346,0.66,0.1,7.16,7.03,-15.49
34355,0.66,0.1,7.19,6.78,-16.12
34366,0.84,0.05,7.33,6.65,-16.33
34375,0.75,0.11,6.7,7.07,-16.33
34384,0.75,0.11,7.54,6.53,-16.96
34392,0.66,0.1,7.42,6.69,-16.33
34400,0.31,0.05,7.14,6.83,-17.17
34410,0.84,0.05,7.07,6.66,-16.54
34420,0.75,0.12,7.33,6.78,-16.75
34428,0.66,0.04,7.9,6.32,-16.75
34436,0.66,0.06,7.34,6.66,-16.12
34446,0.66,-0.04,7.9,6.3,-16.96
34456,0.66,0.01,6.81,7.13,-16.54
34465,0.66,0.04,6.88,6.91,-16.54
34475,0.66,-0.02,7,6.81,-16.33
34484,0.57,0.1,6.45,7.27,-16.75
34493,0.75,0.09,7.62,6.55,-16.54
34502,0.57,0.1,7.4,6.44,-16.33
34511,0.66,0.03,7.41,6.7,-16.75
34521,0.66,0.01,7,7.11,-16.54
34529,0.66,0.09,6.72,6.99,-16.96
34538,0.57,0.08,7.21,6.96,-16.96
34548,0.66,0.1,7.04,6.91,-16.96
34558,0.75,0.09,7.15,6.64,-16.75
34566,0.75,0.05,7.38,6.66,-16.54
34574,0.66,0.12,6.82,7.22,-16.75
34583,0.75,0.09,6.73,7.16,-16.96
34593,0.75,0.11,7.03,6.89,-16.54
34601,1.45,0.1,7.36,6.63,-16.96
34611,0.75,0.11,7.26,6.63,-16.75
34620,0.66,0.11,7.45,6.57,-16.96
34630,0.66,0.02,6.85,6.92,-16.96
34639,1.19,0.11,6.86,7.05,-16.33
34649,0.66,0.06,7.21,6.71,-17.17
34659,0.75,0.09,7.09,6.9,-16.54
34667,1.01,0.09,6.77,6.95,-16.75
34676,0.66,0.08,7.31,6.85,-16.96
34686,0.84,0.11,6.51,7.25,-16.54
34695,0.84,0.1,7.4,6.65,-16.96
34705,0.75,0.1,6.28,7.6,-16.96
34714,0.84,0.16,6.91,7.08,-17.17
34724,0.84,0.19,7.59,6.41,-16.54
34733,0.84,0.14,8.02,6.24,-16.75
34742,0.92,0.01,7.29,6.96,-16.75
34750,0.84,0.01,7.05,6.85,-16.75
34760,0.22,0.09,6.98,6.99,-16.96
34768,0.84,0.12,7.33,6.76,-16.96
34778,0.84,0.06,7.48,6.51,-17.17
34787,0.84,0.03,7.43,6.71,-16.54
34797,0.84,0.02,7.23,6.62,-16.96
34807,0.75,0.04,7.42,6.77,-16.54
34815,0.84,0.04,7.31,6.76,-16.33
34826,0.84,0.01,7.28,6.63,-16.54
34834,0.84,0,7.07,7.01,-16.33
34843,0.66,0.01,6.77,7.06,-16.75
34853,0.84,0.1,6.73,7.23,-16.33
34863,0.75,0.09,7.03,6.82,-16.33
34872,0.84,0.1,7.26,6.79,-16.54
34881,0.84,0.09,7.35,6.56,-16.33
34891,0.84,0.05,7.33,6.65,-16.33
34900,0.84,0.05,7.1,6.88,-16.12
34908,0.04,0.08,6.93,6.91,-16.75
34917,0.92,0.07,7.6,6.34,-15.07
34926,0.84,0.02,7.57,6.54,-16.75
34935,0.92,0.06,6.55,7.2,-16.54
34945,0.84,0.03,7.08,7.05,-16.33
34954,0.92,0.11,6.89,6.9,-16.33
34964,0.92,0.12,7.22,6.73,-16.54
34974,0.84,0.05,7.53,6.59,-16.54
34983,1.01,0.05,6.87,7.05,-16.75
34992,1.01,0.08,7.01,7.07,-16.75
35000,1.01,0.11,6.85,7.17,-16.96
35009,1.19,0.12,7.05,6.87,-16.96
35017,0.84,0.1,7.09,6.72,-16.54
35026,0.92,0.1,7.18,6.69,-16.96
35034,0.92,0.09,6.89,7.07,-16.75
35043,0.92,0.11,6.57,7.52,-16.75
35052,1.01,0.12,7.27,6.68,-16.96
35061,1.01,0.17,6.97,7.08,-16.96
35071,0.92,0.15,7.76,6.51,-16.75
35081,1.01,0.06,7.29,6.78,-16.75
35090,1.01,0.05,7.53,6.5,-17.17
35100,1.01,0.08,7.09,6.81,-16.54
35109,1.01,0.09,7.56,6.67,-16.54
35117,1.1,0.01,7.77,6.42,-16.33
35127,0.92,-0.03,6.88,6.96,-16.33
35135,1.01,0.02,7.01,6.9,-16.75
35145,0.92,0.12,6.94,7.05,-16.75
35154,0.92,0.1,7.28,6.71,-16.75
35164,1.01,0.03,7.25,6.61,-16.96
35173,1.63,0.04,6.73,7.32,-16.75
35183,0.92,0.07,7.41,6.75,-16.54
35192,1.01,0.13,6.83,7.09,-16.96
35202,1.01,0.07,7.91,6.23,-16.54
35211,1.01,0.04,7.25,6.73,-17.37
35220,0.57,0.03,7.18,6.9,-16.12
35229,1.72,0.04,6.62,7.14,-16.75
35238,1.19,0.08,6.91,7.13,-16.75
35247,0.92,0.12,6.42,7.34,-16.96
35255,0.92,0.11,7,6.91,-16.75
35264,1.01,0.14,7.06,7.01,-16.54
35274,1.1,0.12,7.48,6.66,-16.12
35283,0.92,0.13,7.53,6.54,-16.75
35293,1.01,0.07,6.98,6.76,-16.54
35303,1.01,0.02,6.59,7.16,-16.75
35312,1.01,0.14,6.35,7.22,-16.33
35322,1.1,0.17,7.03,6.89,-16.96
35332,1.1,0.14,7.6,6.5,-16.54
35342,1.01,0.12,7.31,6.79,-16.54
35350,1.1,0.04,7.22,6.62,-17.37
35359,1.19,0.09,6.72,7.07,-16.54
35367,1.1,0.11,7.21,6.86,-17.17
35377,1.1,0.12,7.1,6.88,-16.96
35385,1.01,0.08,7.54,6.42,-16.75
35395,1.1,0.04,6.95,6.97,-16.75
35405,1.19,0.09,7.14,7.12,-16.75
35415,1.19,0.09,7.76,6.44,-16.75
35423,1.54,0.04,7.45,6.62,-16.75
35433,1.1,0.04,7.2,6.69,-16.75
35441,1.28,-0.01,7.21,6.65,-16.96
35450,1.19,0.09,5.98,7.76,-16.54
35459,1.28,0.1,6.82,7.08,-16.33
35467,1.1,0.13,7.82,6.16,-16.54
35477,1.1,0.09,7.2,6.74,-16.12
35486,0.92,0.01,7.29,6.8,-16.54
35496,1.1,0.1,6.62,7.3,-16.54
35505,1.1,0.07,7.31,6.73,-16.12
35515,1.19,0.13,6.73,6.95,-16.54
35524,1.19,0.1,7.28,6.66,-16.33
35533,1.19,0.04,7.22,6.83,-16.54
35543,1.1,0.11,6.99,7.06,-16.75
35552,1.19,0.09,7.5,6.65,-16.75
35561,1.19,0.09,7.13,6.73,-16.54
35570,1.1,0.07,7.34,6.77,-16.54
35580,1.28,0.03,6.82,7.09,-16.33
35589,1.19,0.08,7.04,6.92,-16.54
35598,0.75,0.09,7.1,6.95,-14.86
35608,1.19,0.05,7.74,6.42,-16.33
35617,1.1,0.05,6.73,7.03,-16.33
35626,1.19,0.07,7.27,6.68,-16.12
35636,1.19,0.08,7.11,6.86,-16.33
35645,1.28,0.08,7.43,6.43,-15.91
35655,1.19,0.03,7.67,6.56,-15.91
35664,1.19,0,7.47,6.75,-15.91
35674,1.1,0.03,6.74,7.11,-16.12
35683,0.57,0.02,7.13,6.7,-15.91
35692,1.19,0.1,6.88,7.24,-16.12
35700,1.1,0.07,7.31,6.57,-16.12
35710,1.8,0.06,7.07,6.96,-16.12
35718,1.1,0.08,6.84,6.76,-16.12
35728,1.19,0.1,7.43,6.64,-16.12
35737,1.19,0.09,7.02,6.88,-15.28
35748,1.1,-0.03,7.87,6.36,-15.7
35757,1.19,0.07,6.8,7.2,-15.28
35766,1.19,0.06,8.01,6.05,-15.49
35776,1.19,-0.02,7.37,6.6,-15.91
35786,1.19,0.02,7,6.74,-15.91
35795,1.1,-0.01,7.1,6.9,-15.49
35804,0.92,0.03,7.29,6.72,-15.49
35814,1.1,0.04,7.54,6.45,-15.7
35824,1.28,0.01,7.27,6.71,-15.49
35833,1.1,-0.02,7.1,6.84,-15.7
35843,1.45,0.04,6.55,7.17,-15.28
35851,1.1,0.06,7.39,6.58,-15.49
35861,1.1,0.06,6.92,6.93,-15.7
35870,1.1,0.09,7.01,6.9,-15.7
35879,1.01,0.05,7.85,6.42,-15.7
35889,1.1,0.06,7.37,6.76,-15.28
35898,1.01,0.02,6.94,6.94,-15.28
35907,1.1,0,7.28,6.82,-15.49
35917,1.1,0.09,7.02,6.89,-15.7
35926,1.45,0.1,6.98,6.96,-15.49
35935,1.54,0.03,8.07,6.2,-15.28
35944,1.1,0.02,6.79,7.13,-14.86
35953,1.1,0.01,7.32,6.79,-15.07
35963,1.19,0.03,6.86,7.13,-15.07
35972,1.01,0.11,6.67,7.19,-14.65
35982,1.1,0.08,7.64,6.44,-14.86
35991,1.1,0.06,7.55,6.59,-15.07
36000,1.1,0.03,7.42,6.61,-15.07
36009,1.1,0.02,7.04,6.9,-14.86
36019,1.1,0.05,6.48,7.37,-14.86
36028,1.19,0.11,7.35,6.66,-14.65
36038,1.1,0.09,7.19,6.92,-15.07
36048,1.1,0.05,7.41,6.58,-15.07
36058,1.1,0.09,6.82,7.05,-14.23
36067,1.1,0.02,7.64,6.44,-14.65
36075,1.1,0.04,7.19,6.79,-14.44
36084,1.19,0.06,6.87,6.98,-14.86
36094,1.36,0.05,7.37,6.67,-14.44
36102,1.1,0.03,7.32,6.65,-14.65
36111,1.01,0.07,6.8,7.02,-14.86
36121,1.01,0.06,7.13,6.65,-14.03
36131,1.36,0.01,7.59,6.46,-14.86
36140,1.1,0.09,6.81,7.11,-14.65
36149,1.01,0.04,7.85,6.23,-14.44
36159,1.1,0,7.25,6.68,-14.44
36168,1.19,0,6.97,7.01,-14.03
36176,1.1,0,7.23,6.81,-14.44
36185,1.1,0.07,6.67,7.3,-14.44
36195,0.75,0.08,7.2,6.75,-14.44
36204,1.19,0.06,7.21,6.83,-14.86
36215,1.1,0.12,7.2,6.79,-14.44
36224,1.1,0.06,7.74,6.3,-14.03
36233,0.92,-0.03,7.87,6.36,-13.82
36243,1.36,-0.01,6.75,7.18,-14.03
36252,1.1,0.02,6.78,6.96,-14.03
36261,1.1,0.06,6.75,7.09,-14.23
36269,1.1,0.09,7.26,6.67,-14.23
36277,1.01,0.08,7.18,6.68,-14.03
36285,1.1,0.07,6.9,6.88,-14.03
36294,0.92,0.06,7.23,6.84,-14.03
36302,1.01,0.08,6.94,6.85,-13.61
36309,1.36,0.07,7.48,6.52,-14.03
36317,1.1,0.09,7.56,6.47,-14.23
36325,1.1,0.05,7.46,6.52,-13.4
36333,1.1,0.02,7.52,6.71,-14.86
36341,1.19,0.01,6.84,7.06,-14.03
36349,1.1,0.04,6.95,6.94,-14.03
36357,1.01,0.1,7.06,6.95,-14.03
36365,1.1,0.08,7.32,6.65,-14.03
36374,0.84,0.06,7.46,6.53,-14.03
36382,1.19,0.03,7.31,6.73,-14.03
36390,1.19,0.06,6.87,7,-14.03
36398,1.19,0.05,7.19,6.69,-13.4
36407,1.01,0.03,7.41,6.65,-14.23
36415,1.19,0.06,7.13,6.91,-14.03
36423,1.19,0.07,7.5,6.61,-14.03
36431,1.19,0.05,7.24,6.87,-13.82
36439,1.1,0.03,7.58,6.6,-13.4
36447,1.1,0.01,7.22,6.7,-13.19
36456,1.19,-0.03,7.17,6.76,-13.82
36464,1.01,0.03,6.74,7.04,-13.4
36472,1.01,0.09,7.12,6.81,-13.19
